Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
organize_zambia_africa_desc;With a tropical climate and and consisting mostly of high plateaus with a few mountains and hills, the colony of $COUNTRY_ADJ$ Zambia has a lot of potential for coffee, cotton and tobacco production. The natives are not especially restless, with the majority being part of the Zemba, Tonga and Chewa groups. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_zambia_africa_title;Claim Zambia;;;;;;;;;;;;;
reorganize_zambia_africa_desc;With a tropical climate and and consisting mostly of high plateaus with a few mountains and hills, the colony of $COUNTRY_ADJ$ Zambia has a lot of potential for coffee, cotton and tobacco production. The natives are not especially restless, with the majority being part of the Zemba, Tonga and Chewa groups. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_kenya_africa_title;Organize Kenya;;;;;;;;;;;;;
organize_kenya_africa_desc;From the tropical beaches to the arid inland, the colony of $COUNTRY_ADJ$ Kenya diverse geography hides agricultural potential. The language of the land is Swahili and the country highlands can be used for tobacco, coffee or tea plantations and the coast has ideal conditions for cotton. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_kenya_africa_title;Claim Kenya;;;;;;;;;;;;;
reorganize_kenya_africa_desc;From the tropical beaches to the arid inland, the colony of $COUNTRY_ADJ$ Kenya diverse geography hides agricultural potential. The language of the land is Swahili and the country highlands can be used for tobacco, coffee or tea plantations and the coast has ideal conditions for cotton. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_tanzania_africa_title;Organize Tanganyika;;;;;;;;;;;;;
organize_tanzania_africa_desc;The Swahili-speaking traders were, in the past, the main influence in the territories that are now the colony of $COUNTRY_ADJ$ Tanganyika. The geography is diverse with jungles, plains and highlands, suitable for coffee, tea, cotton and tobacco. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_tanzania_africa_title;Claim Tanganyika;;;;;;;;;;;;;
reorganize_tanzania_africa_desc;The Swahili-speaking traders were, in the past, the main influence in the territories that are now the colony of $COUNTRY_ADJ$ Tanganyika. The geography is diverse with jungles, plains and highlands, suitable for coffee, tea, cotton and tobacco. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_mali_africa_title;Organize Mali;;;;;;;;;;;;;
organize_mali_africa_desc;The colony of $COUNTRY_ADJ$ Mali occupies part and is eponymous to what was considered one of the richest of the West-African native states. Dominated by Mande, Fula and  Songhai groups, it's spans the Sahara desert in the north, to the Sahelian savannas in the centre to the tropical jungles of the south. There's great potential for cotton plantation with some limited potential for tobacco and coffee. There's also talks of gold riches somewhere in the territory. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_mali_africa_title;Claim Mali;;;;;;;;;;;;;
reorganize_mali_africa_desc;The colony of $COUNTRY_ADJ$ Mali occupies part and is eponymous to what was considered one of the richest of the West-African native states. Dominated by Mande, Fula and  Songhai groups, it's spans the Sahara desert in the north, to the Sahelian savannas in the centre to the tropical jungles of the south. There's great potential for cotton plantation with some limited potential for tobacco and coffee. There's also talks of gold riches somewhere in the territory. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_libya_africa_title;Organize Libya;;;;;;;;;;;;;
organize_libya_africa_desc;We should organize the African colonies to better reflect both a local structure, as well as set up the possibility for autonomous rule -- dominated by our benevolent colonial administrators, of course.;;;;;;;;;;;;;
organize_CAR_africa_title;Organize Ubangi-Shari;;;;;;;;;;;;;
organize_CAR_africa_desc;The colony of $COUNTRY_ADJ$ Ubangi-Shari has its borders (and name) defined by the rivers of Ubangi and Shari. The most common language spoken through its plains and savannas is the Sango and the hot climate is suitable for coffee and cotton production. There are also reports of rubber-yielding trees and a good profit to be found on the ivory trade. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_CAR_africa_title;Claim Ubangi-Shari;;;;;;;;;;;;;
reorganize_CAR_africa_desc;The colony of $COUNTRY_ADJ$ Ubangi-Shari has its borders (and name) defined by the rivers of Ubangi and Shari. The most common language spoken through its plains and savannas is the Sango and the hot climate is suitable for coffee and cotton production. There are also reports of rubber-yielding trees and a good profit to be found on the ivory trade. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_malawi_africa_title;Organize Nyasaland;;;;;;;;;;;;;
organize_malawi_africa_desc;Mountainous Nyasaland is home of Chewa, Lomwe and Yao-speaking tribes. Its hot climate and highlands are ideal for the plantation of tea, tobacco, coffee or cotton. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_malawi_africa_title;Claim Nyasaland;;;;;;;;;;;;;
reorganize_malawi_africa_desc;Mountainous Nyasaland is home of Chewa, Lomwe and Yao-speaking tribes. Its hot climate and highlands are ideal for the plantation of tea, tobacco, coffee or cotton. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_gambia_africa_title;Organize the Gambia;;;;;;;;;;;;;
organize_gambia_africa_desc;The small strip of land that composes the territory of $COUNTRY_ADJ$ Gambia in west Africa is the result of months of diplomatic effort between the colonizing powers. It consists mainly of the jungle along the Gambia river and therefore has very limited profitability and zero potential for cash crops. However, organizing the colonial structure in a $COUNTRY_ADJ$ model is still something that we need to do - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_gambia_africa_title;Claim the Gambia;;;;;;;;;;;;;
reorganize_gambia_africa_desc;The small strip of land that composes the territory of $COUNTRY_ADJ$ Gambia in west Africa is the result of months of diplomatic effort between the colonizing powers. It consists mainly of the jungle along the Gambia river and therefore has very limited profitability and zero potential for cash crops. However, reorganizing the colonial structure in a $COUNTRY_ADJ$ model is still something that we need to do - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_angola_africa_title;Organize the Angola;;;;;;;;;;;;;
organize_angola_africa_desc;Ovimbundu, Ambundu and Bakongo are the main languages spoken by the tribes of the colony of $COUNTRY_ADJ$ Angola. The colony has mountains, jungles, savannas and plains and it has potential for coffee, cotton and tobacco production, not to mention the reports of diamonds found inland. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_angola_africa_title;Claim Angola;;;;;;;;;;;;;
reorganize_angola_africa_desc;Ovimbundu, Ambundu and Bakongo are the main languages spoken by the tribes of the colony of $COUNTRY_ADJ$ Angola. The colony has mountains, jungles, savannas and plains and it has potential for coffee, cotton and tobacco production, not to mention the reports of diamonds found inland. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_mozambique_africa_title;Organize the Mozambique;;;;;;;;;;;;;
organize_mozambique_africa_desc;The tropical colony of $COUNTRY_ADJ$ Mozambique lies near the island of Madagascar. First visited by the Portuguese and Makhuwa traders, with the latter being one of the most used languages, the colony is home to several bantu groups. From the sunny coast to the mountainous interior, our prospectors say the colony has potential for cotton, tea, tobacco and coffee production - not to mention coal mining. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_mozambique_africa_title;Claim Mozambique;;;;;;;;;;;;;
reorganize_mozambique_africa_desc;The tropical colony of $COUNTRY_ADJ$ Mozambique lies near the island of Madagascar. First visited by the Portuguese and Makhuwa traders, with the latter being one of the most used languages, the colony is home to several bantu groups. From the sunny coast to the mountainous interior, our prospectors say the colony has potential for cotton, tea, tobacco and coffee production - not to mention coal mining. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_uganda_africa_title;Organize Uganda;;;;;;;;;;;;;
organize_uganda_africa_desc;Lying on the shores of one of the biggest lakes in Africa, as well as having a few more inland, the fertile lands of the colony of $COUNTRY_ADJ$ Uganda are ripe for agricultural production. The Swahili speaking tribes could be used on plantations of coffee, tea, cotton and tobacco are all possible crops that could be very profitable for us. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_uganda_africa_title;Reorganize Uganda;;;;;;;;;;;;;
reorganize_uganda_africa_desc;Lying on the shores of one of the biggest lakes in Africa, as well as having a few more inland, the fertile lands of the colony of $COUNTRY_ADJ$ Uganda are ripe for agricultural production. The Swahili speaking tribes could be used on plantations of coffee, tea, cotton and tobacco are all possible crops that could be very profitable for us. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_botswana_africa_title;Organize Bechuanaland;;;;;;;;;;;;;
organize_botswana_africa_desc;The Tswana and the Kalanga inhabit the savannas and plains of the colony of $COUNTRY_ADJ$ Bechuanaland. The country's arid climate make it a poor choice for agricultural production, despite the potential for gold and silver mines in the east of the country. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_botswana_africa_title;Reorganize Bechuanaland;;;;;;;;;;;;;
reorganize_botswana_africa_desc;The Tswana and the Kalanga inhabit the savannas and plains of the colony of $COUNTRY_ADJ$ Bechuanaland. The country's arid climate make it a poor choice for agricultural production, despite the potential for gold and silver mines in the east of the country. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_sudan_africa_title;Organize Sudan;;;;;;;;;;;;;
organize_sudan_africa_desc;From the Sahara desert in the north to the tropical jungles in the south, the colony of $COUNTRY_ADJ$ Sudan was historically tied to the Egyptians in the north. Despite the many tribes that inhabit it, the historical ties and heavy Arab influence made Islam and Arab the main religion and language of the colony. While the the vast landmass of the colony is suitable for a range of cash crops, the relative isolation of the colony means we will need to spend extra to make it into a productive enterprise. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_ghana_africa_title;Organize Ghana;;;;;;;;;;;;;
organize_ghana_africa_desc;On the shores of the Gold Coast once laid the proud kingdom of the Akan. These people are now part of the colony of $COUNTRY_ADJ$ Ghana, a western African colony that spans the coast to the jungles of the interior. There's great potential for gold extraction as well as coffee production, though that could easily be replaced by tobacco or cotton. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_ghana_africa_title;Reorganize Ghana;;;;;;;;;;;;;
reorganize_ghana_africa_desc;On the shores of the Gold Coast once laid the proud kingdom of the Akan. These people are now part of the colony of $COUNTRY_ADJ$ Ghana, a western African colony that spans the coast to the jungles of the interior. There's great potential for gold extraction as well as coffee production, though that could easily be replaced by tobacco or cotton. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_burkina_faso_africa_title;Organize Upper Volta;;;;;;;;;;;;;
organize_burkina_faso_africa_desc;In the interior of west Africa lies the Volta river, the river that gives name to the colony of $COUNTRY_ADJ$ Upper Volta. The main groups - Mossi and Fula - as well as innumerous other smaller tribes and peoples that populate the land can work on cotton, coffee or tobacco plantations. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_burkina_faso_africa_title;Reorganize Upper Volta;;;;;;;;;;;;;
reorganize_burkina_faso_africa_desc;In the interior of west Africa lies the Volta river, the river that gives name to the colony of $COUNTRY_ADJ$ Upper Volta. The main groups - Mossi and Fula - as well as innumerous other smaller tribes and peoples that populate the land can work on cotton, coffee or tobacco plantations. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_mauritania_africa_title;Organize Mauritania;;;;;;;;;;;;;
organize_mauritania_africa_desc;The Berbers and the Maghrebi peoples have inhabited the colony of $COUNTRY_ADJ$ Mauritania for years. The arid colony lies mostly on the Saharan desert and as such are not really well suited for cash crops. There are talks of iron somewhere in the mountains in the desert, as well as a fish-rich shore.;;;;;;;;;;;;;
organize_dahomey_africa_title;Organize Dahomey;;;;;;;;;;;;;
organize_dahomey_africa_desc;The Fon-dominated colony of $COUNTRY_ADJ$ Dahomey lies on the Benin bight, a small strip of land in the western African jungle. Despite the small territory, there's potential for cotton, coffee or tobacco production, as well as some richness to be found on exotic wood. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_dahomey_africa_title;Reorganize Dahomey;;;;;;;;;;;;;
reorganize_dahomey_africa_desc;The Fon-dominated colony of $COUNTRY_ADJ$ Dahomey lies on the Benin bight, a small strip of land in the western African jungle. Despite the small territory, there's potential for cotton, coffee or tobacco production, as well as some richness to be found on exotic wood. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_indonesia_africa_title;Organize Indonesia;;;;;;;;;;;;;
organize_indonesia_africa_desc;The populous colony of $COUNTRY_ADJ$ Indonesia is compromised of several major islands, the main one being Java. A patchwork of peoples and exotic islands brought together by our the government in $CAPITAL$, and mostly bound together by Islam, it has a great potential for profitability due to its wide range of climates, providing fertile ground for virtually all cash crops and with great potential for coal production. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_indonesia_africa_title;Claim Indonesia;;;;;;;;;;;;;
reorganize_indonesia_africa_desc;The populous colony of $COUNTRY_ADJ$ Indonesia is compromised of several major islands, the main one being Java. A patchwork of peoples and exotic islands brought together by our the government in $CAPITAL$, and mostly bound together by Islam, it has a great potential for profitability due to its wide range of climates, providing fertile ground for virtually all cash crops and with great potential for coal production. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_somalia_africa_title;Organize Somalia;;;;;;;;;;;;;
organize_somalia_africa_desc;The Somalis long have been divided in several warring sultanates, none ever managing to acquire full dominance of the horn of Africa. Brought together by our administration, the colony $COUNTRY_ADJ$ Somaliland holds little potential for cash crops due to its arid climate that dominates most of the land. It nevertheless has some small potential for cotton and occupies a strategic position in the African continent. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_namibia_africa_title;Organize Namibia;;;;;;;;;;;;;
organize_namibia_africa_desc;The Herero and Namaqua peoples inhabit the dry and arid colony of $COUNTRY_ADJ$ Namibia - a small colony off the south-western coast of Africa. The vast empty landscapes and deserts that are part of this arid colony hide some mineral wealth - with reports of copper and diamonds being found. Nevertheless, the climate leaves no room for cash crops. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_namibia_africa_title;Reorganize Namibia;;;;;;;;;;;;;
reorganize_namibia_africa_desc;The Herero and Namaqua peoples inhabit the dry and arid colony of $COUNTRY_ADJ$ Namibia - a small colony off the south-western coast of Africa. The vast empty landscapes and deserts that are part of this arid colony hide some mineral wealth - with reports of copper and diamonds being found. Nevertheless, the climate leaves no room for cash crops. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_guine_bissau_africa_title;Organize Guinea-Bissau;;;;;;;;;;;;;
organize_guine_bissau_africa_desc;The western Nigritic peoples that inhabit Guinea-Bissau have long traded with the Portuguese. While the colony is small, it has potential for forestry production. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_guine_bissau_africa_title;Reorganize Guinea-Bissau;;;;;;;;;;;;;
reorganize_guine_bissau_africa_desc;he western Nigritic peoples that inhabit the colony of $COUNTRY_ADJ$ Guinea-Bissau have long traded with the Portuguese. While the colony is small, it has potential for forestry production. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_madagascar_africa_title;Organize Madagascar;;;;;;;;;;;;;
organize_madagascar_africa_desc;The island of Madagascar is home to the Merina monarchy, which long ruled great tracts of land in the island. The catholic-influenced natives could be used in coffee, tobacco and cotton plantations. There's also much talk of mineral richness but little can be found besides gold. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_madagascar_africa_title;Reorganize Madagascar;;;;;;;;;;;;;
reorganize_madagascar_africa_desc;The island of Madagascar is home to the Merina monarchy, which long ruled great tracts of land in the island. The catholic-influenced natives could be used in coffee, tobacco and cotton plantations. There's also much talk of mineral richness but little can be found besides gold. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_zimbabwe_africa_title;Organize Zimbabwe;;;;;;;;;;;;;
organize_zimbabwe_africa_desc;The Nguni, Shona, the Sotho and other Southern Bantu peoples inhabit the territory of Zimbabwe or Rhodesia for the British. The savannas and mountain ranges hide potential for copper, iron and coal exploitation as well as coffee, tobacco and cotton plantations. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_zimbabwe_africa_title;Claim Zimbabwe;;;;;;;;;;;;;
reorganize_zimbabwe_africa_desc;The Nguni, Shona, the Sotho and other Southern Bantu peoples inhabit the territory of Zimbabwe or Rhodesia for the British. The savannas and mountain ranges hide potential for copper, iron and coal exploitation as well as coffee, tobacco and cotton plantations. Reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
organize_rwanda_burundi_africa_title;Create Rwanda-Burundi;;;;;;;;;;;;;
organize_rwanda_burundi_africa_desc;The pastoralist Hutu-Tutsi live in the territories of the colonies known as Rwanda and Burundi. The mountainous jungle home to these people could be used for cotton, tobacco or coffee plantations. Despite the small size of the colony, organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_rwanda_burundi_africa_title;Claim Rwanda-Burundi;;;;;;;;;;;;;
reorganize_rwanda_burundi_africa_desc;The pastoralist Hutu-Tutsi live in the territories of the colonies known as Rwanda and Burundi. The mountainous jungle home to these people could be used for cotton, tobacco or coffee plantations. Despite the small size of the colony, reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
create_rhodesia_africa_title;Create Rhodesia;;;;;;;;;;;;;
create_rhodesia_africa_desc;Uniting Rhodesia under a single flag, as a puppet to our nation, will make for a much stronger ally.;;;;;;;;;;;;;
organize_algeria_africa_title;Organize Algeria;;;;;;;;;;;;;
organize_algeria_africa_desc;We should organize the African colonies to better reflect both a local structure, as well as set up the possibility for autonomous rule -- dominated by our benevolent colonial administrators, of course.;;;;;;;;;;;;;
organize_zanzibar_africa_title;Organize Zanzibar;;;;;;;;;;;;;
organize_zanzibar_africa_desc;We should organize the African colonies to better reflect both a local structure, as well as set up the possibility for autonomous rule -- dominated by our benevolent colonial administrators, of course.;;;;;;;;;;;;;
organize_chad_africa_title;Organize Chad;;;;;;;;;;;;;
organize_chad_africa_desc;Part Sahara desert and part jungle, the arid $COUNTRY_ADJ$ colony of Chad has been a stop on the Arab caravans crossing the Sahara to the heart of Africa for centuries. As a result, Arabic is one of the main languages spoken throughout the land, together with Sara and Kanembu. In $CAPITAL$, $COUNTRY_ADJ$ surveyors report that the southern jungles and fields can be used for agriculture, and are home to cotton which is indigenous to the region. However, it doesn't seem like the colony will be good for much else. Organizing the colony of $COUNTRY_ADJ$ Chad will allow us to tap in the cotton-production potential.;;;;;;;;;;;;;
reorganize_chad_africa_title;Claim Chad;;;;;;;;;;;;;
reorganize_chad_africa_desc;Part Sahara desert and part jungle, the arid $COUNTRY_ADJ$ colony of Chad has been a stop on the Arab caravans crossing the Sahara to the heart of Africa for centuries. As a result, Arabic is one of the main languages spoken throughout the land, together with Sara and Kanembu. In $CAPITAL$, $COUNTRY_ADJ$ surveyors report that the southern jungles and fields can be used for agriculture, and are home to cotton which is indigenous to the region. However, it doesn't seem like the colony will be good for much else. Reorganizing the colony of $COUNTRY_ADJ$ Chad will allow us to tap in the cotton-production potential.;;;;;;;;;;;;;
sign_non_proliferation_treaty_title;Sign the Non-Proliferation Treaty;;;;;;;;;;;;;
sign_non_proliferation_treaty_desc;The Treaty on the Non-Proliferation of Nuclear Weapons is an international treaty whose objective is to prevent the spread of nuclear weapons and weapons technology, to promote cooperation in the peaceful uses of nuclear energy, and to further the goal of achieving nuclear disarmament and general and complete disarmament. Signing the treaty will be a pledge to not to receive, from any source, nuclear weapons, or other nuclear explosive devices; not to manufacture or acquire such weapons or devices; and not to receive any assistance in their manufacture.;;;;;;;;;;;;;
remove_non_proliferation_treaty_title;Renounce the Non-Proliferation Treaty;;;;;;;;;;;;;
remove_non_proliferation_treaty_desc;The Treaty on the Non-Proliferation of Nuclear Weapons is an international treaty whose objective is to prevent the spread of nuclear weapons and weapons technology, to promote cooperation in the peaceful uses of nuclear energy, and to further the goal of achieving nuclear disarmament and general and complete disarmament. Renouncing the treaty will allow us to develop nuclear weapons.;;;;;;;;;;;;;
begin_nuclear_weapons_program_title;Begin Nuclear Weapons Research;;;;;;;;;;;;;
begin_nuclear_weapons_program_desc;Our scientists report that it may be possible for us to build a nuclear bomb. By investing in a nuclear weapons research program, we can attempt to develop this new weapon for ourselves. It would take years of effort and continued military funding, but the results would be glorious.;;;;;;;;;;;;;
end_nuclear_weapons_program_title;Begin Nuclear Disarmament;;;;;;;;;;;;;
end_nuclear_weapons_program_desc;Nuclear disarmament refers to both the act of reducing or eliminating nuclear weapons and to the end state of a nuclear-weapons-free world, in which nuclear weapons are completely eliminated.;;;;;;;;;;;;;
nuclear_second_strike_title;Launch a Retaliatory Nuclear Strike;;;;;;;;;;;;;
nuclear_second_strike_desc;We have been attacked with nuclear weapons hence we must retaliate to ensure that our enemies do not win this war. This decision will launch a nuclear strike against any enemy country that used their nuclear weapons. No white peace will arise from the use of this decision. The damage of our strike will be dependent on our nuclear capability.;;;;;;;;;;;;;
prepare_nuclear_strike_title;Consult Nuclear Warfare Plans;;;;;;;;;;;;;
prepare_nuclear_strike_desc;This allows us to demand total surrender or a white peace from our enemies with a small risk of nuclear Armageddon. If our enemies refuse our demands, we will fire our nuclear warheads at them. We can instead also launch a limited nuclear strike without warning, but this runs the risk of nuclear escalation.;;;;;;;;;;;;;
revoke_simla_convention_title;Claim Tawang;;;;;;;;;;;;;
revoke_simla_convention_desc;The boundary between Tibet and British India, known as the The McMahon Line, was determined at the Simla Convention, placing placed Tawang under British administration. Since the Chinese representative never signed the treaty, we can repudiate the agreement and reclaim the province for ourselves.;;;;;;;;;;;;;
enable_splendid_isolation_title;Option: Enable Splendid Isolation;;;;;;;;;;;;;
enable_splendid_isolation_desc;This is the HPMP Splendid Isolation mod for the UK adapted for NPL to apply to the British Union. It probably needs further testing for balance, so be warned, but makes sense that a British Republic would likely want to be more isolated from the continent than even their UK counterparts.;;;;;;;;;;;;;
disable_splendid_isolation_title;Disable Splendid Isolation;;;;;;;;;;;;;
disable_splendid_isolation_desc;This will disable an event to prevent the the British Union from forming an alliance with other great powers until either after 1870, Germany forms, or they are is no longer the 1st place great power.;;;;;;;;;;;;;
claim_pontus_title;Claim Pontus;;;;;;;;;;;;;
claim_pontus_desc;The southern coast of the Black Sea has been settled by Hellenes since the 8th century BC. After the 4th Crusade, the Empire of Trebizond survivded in that area as the the longest lasting Byzantine successor state and was only captured by the Ottoman Empire in 1461. With Constanople once again in Greek hands, the sizable Greek population that remains in Pontus could use our protection. Big is beautiful!;;;;;;;;;;;;;
